date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
3/2/2016,11042191.51,21664,591078000,8.47,29130200,26481.09375,33.95084033
3/3/2016,33433049.76,23485,653959000,9.29,40314900,26644.21875,39.07876264
3/4/2016,21845813.72,24751,716027000,10.41,35520100,26111.25,35.33273109
3/5/2016,16623027.96,24159,803827000,11,56439600,25881.5625,33.96317959
3/6/2016,32589923.38,26956,868736000,11.38,39112000,26585.9375,33.89815281
3/7/2016,15405310.71,27548,886447000,9.55,34085100,25399.6875,37.69212263
3/8/2016,14567892.5,23178,743456000,9.85,25524300,25985.46875,30.37725763
3/9/2016,25549943.08,23950,760017000,11.9,27540500,25823.125,33.34746394
3/10/2016,12710297.68,24374,922452000,11.3,26851500,25740.78125,26.06417143
3/11/2016,9499167.258,24727,871511000,11.08,21002700,26630,20.34666205
3/12/2016,12725293.67,23042,864733000,13.53,48957300,26302.5,19.2479048
3/13/2016,22099353.21,27799,1049930000,14.47,43915100,26370.15625,24.29392528
3/14/2016,24684843.48,28014,1128180000,12.45,58385100,27250.46875,25.64171478
3/15/2016,21239715.21,28359,1011090000,13.01,28404500,26407.96875,27.78870853
3/16/2016,16224926.31,29149,1013020000,12.52,24335500,31223.59375,24.0129654
3/17/2016,12352137.92,27458,977389000,11.08,41650600,31490.15625,23.87278595
3/18/2016,19184486.77,33445,867949000,11,53956800,32024.53125,31.66809802
3/19/2016,24806583.06,31727,875689000,10.53,26735700,31282.8125,27.43268868
3/20/2016,8175083.637,34712,822297000,10.32,17651100,32079.0625,44.28537964
3/21/2016,6590494.648,32304,805997000,11.86,28572600,31587.65625,35.72885385
3/22/2016,10047250.67,32327,929610000,11.27,19730300,31394.21875,32.46238907
3/23/2016,8514187.369,32812,887595000,12.42,19353200,31711.875,26.1394891
3/24/2016,6437917.691,31562,975295000,11.23,26081800,31294.0625,32.65829833
3/25/2016,10248294.6,36705,883012000,10.74,13782000,32071.09375,41.40978263
3/26/2016,6080538.88,36665,844742000,10.97,9425480,31889.84375,40.35489183
3/27/2016,3474899.211,36537,862211000,10.42,16744800,31928.4375,35.05642051
3/28/2016,13693092.16,29895,819007000,11.67,23188300,31630.78125,19.20990776
3/29/2016,9250377.55,33508,923114000,11.66,17684200,31313.4375,26.38212609
3/30/2016,15451180.19,33803,911902000,11.95,19351200,31437.8125,23.91278989
3/31/2016,15571898.04,36649,936992000,11.4,14966700,31700.46875,37.37748142
4/1/2016,10472175.54,31397,896537000,11.66,11373100,31388.90625,25.0216633
4/2/2016,4438838.232,33194,914995000,11.6,8682620,31884.6875,24.23740989
4/3/2016,4370357.586,29155,915175000,11.62,5580550,31081.25,18.06566395
4/4/2016,2435523.811,29479,914560000,11.16,9599070,31729.6875,17.93687287
4/5/2016,4586169.5,34797,883170000,10.44,20557300,31953.125,24.86941592
4/6/2016,7341413.963,39041,823420000,10.69,16997100,31574.84375,28.60692728
4/7/2016,5930116.381,31977,843091000,10.07,13464500,31262.65625,21.67913276
4/8/2016,7037342.326,31756,794705000,9.72,14660600,31167.34375,21.41271949
4/9/2016,5032015.433,33911,764797000,9.15,16194800,31914.375,25.16753827
4/10/2016,11685062.49,31859,722133000,8.94,42613400,30913.59375,19.99806
4/11/2016,10200731.33,32161,706074000,8.64,15138100,31774.21875,19.44701295
4/12/2016,4639196.722,30227,682395000,7.44,23190100,30970.9375,18.65650291
4/13/2016,8767146.392,34592,587994000,8.04,31403300,31385.9375,22.90601215
4/14/2016,9547830.73,35988,638330000,8.39,13590700,31486.09375,32.96712421
4/15/2016,7777707.728,34716,663169000,8.24,12179000,31401.09375,31.7285716
4/16/2016,5096008.784,34895,651554000,8.61,9888460,31733.4375,23.37887423
4/17/2016,4035680.111,30432,682467000,9.31,24619600,31531.25,17.22448278
4/18/2016,7456288.246,40159,738916000,9.04,21084100,31499.375,30.2081937
4/19/2016,5561982.955,33457,718825000,8.71,12899100,31863.28125,20.09918782
4/20/2016,3460989.446,32577,688434000,8.47,15634700,31326.5625,19.10494585
4/21/2016,5465189.281,32843,670104000,8.1,13355400,31831.40625,23.84841061
4/22/2016,3701528.578,36181,646298000,7.82,13309300,31373.90625,30.38082605
4/23/2016,6252973.445,31586,618147000,8.29,14565200,31576.71875,20.57607956
4/24/2016,8112508.956,31763,658203000,8,10786400,31693.59375,19.51394475
4/25/2016,2833369.486,33970,635784000,7.55,18239900,31493.75,22.48601452
4/26/2016,5274997.246,35325,597819000,7.4,17667300,32138.28125,23.86216618
4/27/2016,9029172.335,32495,587076000,7.76,19254500,31287.8125,21.65938348
4/28/2016,5605271.72,33772,615316000,7.17,11576000,31875,20.45015273
4/29/2016,5807727.457,34251,573124000,7.46,8762080,31682.5,22.63862385
4/30/2016,5357738.684,37277,592992000,8.81,36573300,31683.59375,23.43525292
5/1/2016,23966096.61,45676,698377000,8.85,16713800,31891.71875,32.15245606
5/2/2016,17935965.56,38442,708137000,10.16,41019200,31009.0625,36.70066924
5/3/2016,17863986.92,41654,809644000,9.31,21463900,31912.1875,27.4278674
5/4/2016,13271516.15,37701,747638000,9.41,17622400,31794.375,26.84099023
5/5/2016,10811301.3,37333,749038000,9.83,18296200,31458.75,27.32274703
5/6/2016,10329392.98,38564,782261000,9.35,21510600,31776.25,31.13481144
5/7/2016,19186457.91,41105,743166000,9.37,10806500,31741.40625,35.17488906
5/8/2016,14420572.31,35795,748030000,9.48,15031000,31573.125,24.22782343
5/9/2016,13242039.72,39960,758000000,9.3,13085300,31849.21875,28.90090128
5/10/2016,18995847.53,38421,741417000,9.36,9321790,31801.40625,26.34193389
5/11/2016,20681418.23,40566,753600000,10,15267500,31700.9375,27.70144955
5/12/2016,30718613.63,40649,798952000,10.06,24137700,31253.125,31.62682582
5/13/2016,34330273.95,44830,804647000,10.51,31276900,32257.03125,39.26253972
5/14/2016,83248030.17,47587,840395000,10.24,18808000,32196.71875,43.19000994
5/15/2016,58913525.26,45649,819399000,9.96,9218400,31667.8125,35.45133507
5/16/2016,16711391.53,42986,798116000,11.17,29079900,31805.46875,31.30520736
5/17/2016,18206018.68,37150,896505000,12.2,37198700,31514.6875,27.59843982
5/18/2016,17945549.64,40019,975878000,13.56,65389900,32192.1875,28.46673738
5/19/2016,26887170.9,45760,1085570000,14.77,53757500,32404.375,35.07004511
5/20/2016,36306740.9,44361,1191080000,13.64,50544100,31903.59375,33.14467512
5/21/2016,31724677.38,44957,1098220000,14.02,24648400,32089.6875,38.02796937
5/22/2016,14258413.6,41727,1126810000,14.29,17938900,31835.78125,35.79993114
5/23/2016,9048868.185,38433,1146470000,13.46,23842800,32260,28.87608911
5/24/2016,15940320.43,43655,1068670000,12.73,41560600,32080.625,29.63440934
5/25/2016,22089097.97,42785,1027940000,12.53,27444700,32003.28125,28.59580668
5/26/2016,21339269.37,46282,1006080000,12.43,20764000,32357.03125,32.73341817
5/27/2016,14489639.97,50948,996293000,11.3,57496400,32044.375,35.55839584
5/28/2016,31094039.88,48529,911724000,11.89,47274800,32321.71875,37.99566145
5/29/2016,27329248.64,68241,974784000,12.35,28598400,32318.59375,80.97278645
5/30/2016,12797736.11,45291,992329000,12.73,14733800,31969.21875,38.78872291
5/31/2016,14256689.93,42691,1026410000,14.08,42433400,32007.1875,31.85574682
6/1/2016,14296732.97,44174,1136900000,14,22471300,31529.21875,31.15423768
6/2/2016,10826122.39,41938,1127830000,13.74,10477200,32147.96875,31.20075421
6/3/2016,6918803.515,39467,1108220000,13.85,22981500,32182.1875,25.8601071
6/4/2016,8607840.175,39713,1118460000,13.74,15792400,32272.1875,25.24008971
6/5/2016,6498966.622,37751,1110690000,13.97,11088400,32141.5625,24.38353275
6/6/2016,6338949.505,37754,1130350000,13.93,8720400,31583.125,23.83880608
6/7/2016,6968050.159,38518,1126330000,14.51,21421600,32371.875,25.86618627
6/8/2016,14438233.68,46008,1172230000,14.42,16941800,31945.9375,67.48211214
6/9/2016,30990099.14,40289,1166450000,14.4,8256830,32302.96875,28.43081219
6/10/2016,6429707.314,39565,1162500000,13.91,11312900,32225.9375,28.89476701
6/11/2016,12702792.1,40048,1125180000,14.19,12176500,31164.21875,28.89651161
6/12/2016,8296010.134,36776,1148070000,15.74,38210300,32371.71875,27.22463024
6/13/2016,19359414,42385,1276930000,17.6,38023400,32220.625,29.164101
6/14/2016,22310573,45771,1426500000,18.89,64412200,32224.21875,36.90645282
6/15/2016,25957789.35,49857,1531790000,18.35,19393400,32145.46875,38.46921144
6/16/2016,18904645.31,43059,1488420000,20.59,38531000,31867.03125,30.45637591
6/17/2016,22796118.99,42787,1674540000,15.38,199408000,31877.65625,40.81529225
6/18/2016,47663750.05,63730,1247530000,11.33,133937000,33412.65625,229.3060042
6/19/2016,62910076.57,57751,906292000,12.23,69783600,34390.9375,271.1949112
6/20/2016,21485679.98,50584,993503000,11.84,58143600,33195.46875,54.12748468
6/21/2016,34807841.96,46698,960014000,13.31,69245600,31714.84375,51.76721771
6/22/2016,23412547.75,47092,1072510000,13.1,96994100,31988.4375,82.84443513
6/23/2016,28226746.77,48353,1074240000,13.68,30806400,32670.625,51.44506417
6/24/2016,25463180.14,41237,1112590000,14.33,33332900,31848.125,31.97826969
6/25/2016,16041743.3,45105,1163530000,14.28,15383100,32171.875,39.42674817
6/26/2016,17415685.51,36529,1160590000,13.85,14747600,31685.9375,28.30164822
6/27/2016,8642696.426,41513,1124170000,13.88,10994700,32314.6875,27.46798579
6/28/2016,7949656.894,39529,1134340000,12.18,43436600,32094.84375,27.65805652
6/29/2016,19662263.01,42923,991926000,12.61,26982800,32161.40625,32.10017793
6/30/2016,15798329.59,49707,1027260000,12.46,15801300,31870,56.85645211
7/1/2016,10599712.95,63819,1014220000,12.2,17236500,31982.96875,87.88741116
7/2/2016,10429995.35,39552,996510000,12.13,8987070,32621.40625,45.45409621
7/3/2016,5424895.815,39186,989132000,11.72,10588700,31916.5625,24.37560555
7/4/2016,5896117.713,39621,954849000,11.47,12943500,32039.6875,30.72687659
7/5/2016,12417202.17,39825,935730000,10.61,45526900,32137.1875,26.77288096
7/6/2016,37907894.03,38506,864063000,10.53,18137300,31581.5625,30.15888166
7/7/2016,10734373.08,37712,861144000,10.11,15407200,32354.84375,29.69207732
7/8/2016,11229983.1,40329,827090000,11.39,20039800,31895.9375,26.61330045
