date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2/25/2015,414101.1025,1951,15133300,2.77,134546,2691.928575,3.89574455
2/26/2015,557432.0031,2165,14294000,2.73,74935,2692.857147,4.10992241
2/27/2015,457911.1009,2506,14100600,3.04,118275,2674.285718,5.60571832
2/28/2015,585041.4853,2002,15644700,3.24,110988,2597.21429,4.39879986
3/1/2015,417062.7259,2209,16746200,3.33,89917,2619.500004,3.59585031
3/2/2015,357258.6355,2088,17189200,3.62,154771,2566.571432,6.26781
3/3/2015,231535.0485,2269,18783500,3.47,254781,2626.928575,5.63014414
3/4/2015,1821799.6,2648,17845300,3.5,193537,2801.500004,3.64331231
3/5/2015,436268.2245,2534,18128000,3.41,146630,2608.357147,4.72718089
3/6/2015,1466508.444,2620,17673800,3.33,73672,2620.428575,4.33740618
3/7/2015,3805854.361,2538,17279300,3.43,45834,2592.571433,2.79482261
3/8/2015,516614.1069,2162,17790600,3.39,32276,2546.142861,3.07631588
3/9/2015,740412.5306,2008,17573400,3.54,62809,2558.21429,3.30164806
3/10/2015,543403.5408,2276,18354800,3.03,399669,2631.571432,4.6694614
3/11/2015,6147243.885,2650,15804600,3.13,169890,2573.071432,4.2219158
3/12/2015,684383.0405,2338,16240900,3.07,108024,2583.285718,6.11210097
3/13/2015,4500462.076,2553,15981700,2.91,240126,2631.571433,3.62273088
3/14/2015,1342537.261,2416,15051800,2.93,140162,2554.500004,4.49265049
3/15/2015,1094401.708,2763,15203700,3.12,57656,2624.142861,6.06302128
3/16/2015,2623461.083,2706,16265900,3.3,209706,2579.571432,12.18857517
3/17/2015,3706322.277,2937,17203000,3.27,82356,2707.71429,4.74022211
3/18/2015,891152.0489,2330,17046400,3.09,149599,2612.071433,2.98014841
3/19/2015,2850137.903,2590,16210100,3.37,162473,2633.428575,5.23210722
3/20/2015,1002231.042,2788,17437500,3.7,290947,2616.71429,4.01755377
3/21/2015,863866.5675,2479,19240700,4.63,819105,2562.857147,4.10984798
3/22/2015,2162282.522,4012,24218700,4.61,342711,2609.285718,15.53580177
3/23/2015,1116572.675,4134,24081000,4.98,354223,2527.571432,6.36288343
3/24/2015,925171.1273,3490,26014200,5.07,540346,2606.500004,4.37351944
3/25/2015,1811131.553,4177,26565000,5.28,902236,2562.857147,11.35087207
3/26/2015,1393130.137,4646,27621600,4.99,480884,2563.785718,6.61548786
3/27/2015,1303956.845,3131,26088700,4.76,218735,2576.785718,6.04623668
3/28/2015,1028529.447,2696,24851500,5.04,206446,2544.285718,4.35433538
3/29/2015,2541478.058,2501,26317500,4.6,216958,2549.857147,4.39144641
3/30/2015,5900635.239,2788,24108800,4.34,447970,2599.071433,4.34321948
3/31/2015,674282.8962,2712,22752100,4.02,163313,2645.500004,4.85724034
4/1/2015,805132.7821,2317,21088600,3.83,242957,2762.500004,6.11081717
4/2/2015,638286.34,2219,20066500,4.54,271324,3108.857146,3.32809977
4/3/2015,767197.9697,2366,23736400,4.36,138373,2726.285718,5.87138347
4/4/2015,802226.9547,1711,22879800,4.13,185199,2356.714289,3.64024776
4/5/2015,486313.7233,2188,21661800,4.17,136532,3124.642861,5.50694839
4/6/2015,1503289.583,2058,21906600,4.09,115405,2761.571432,4.35574674
4/7/2015,506757.7306,1831,21522900,3.78,205259,2657.571433,4.31592501
4/8/2015,550309.8072,1705,19854100,3.68,144498,2566.571433,3.83563387
4/9/2015,491886.0014,1868,19400600,3.42,172424,2616.71429,10.06783384
4/10/2015,866351.1727,1792,18016800,3.23,185593,2723.500004,10.60434455
4/11/2015,432057.7775,2326,17055300,3.33,87373,2903.642861,9.96542467
4/12/2015,426823.7065,2380,17591400,3.3,46830,2938.000003,7.79181574
4/13/2015,510382.3242,2497,17454100,3.21,93897,2726.285718,9.35876651
4/14/2015,1957861.781,2746,16840800,3.1,68149,2727.21429,12.62289003
4/15/2015,350595.9723,2019,16367500,3.02,82324,2751.357147,8.42474175
4/16/2015,385846.0267,1973,15979400,3.01,83054,2703.071432,12.96155201
4/17/2015,695608.8969,1856,15927600,2.83,118954,2797.785718,15.16903469
4/18/2015,3921248.034,1869,14999500,2.93,45925,2803.357146,3.82604941
4/19/2015,124733.2246,1652,15488700,2.8,57969,2716.071432,1.55429984
4/20/2015,294961.8884,1628,14803700,2.65,112126,2639.928575,1.29975747
4/21/2015,268192.3277,1810,14033800,2.89,80103,2800.571432,1.41195234
4/22/2015,295455.4849,1644,15328200,3.25,191228,2833.071432,1.38880661
4/23/2015,1504615.157,1904,17232600,3.63,275604,2795.000004,1.81532281
4/24/2015,355322.0061,1922,19273000,3.18,184435,2855.357147,2.03806134
4/25/2015,273545.3271,1753,16941600,3.1,56721,3082.857146,1.05578039
4/26/2015,174369.6023,2295,16447900,3.05,95532,2944.500003,1.12217346
4/27/2015,468295.4658,3579,16204900,2.99,88755,2636.21429,1.99236142
4/28/2015,280130.926,2319,15929400,3.04,68693,2792.214289,1.52957899
4/29/2015,257615.9496,1960,16075700,2.97,30506,2999.285717,3.00581789
4/30/2015,343525.4532,1716,15814200,2.97,84241,3314.071431,1.25907827
5/1/2015,771038.6594,1799,15845500,2.74,149552,2760.642861,1.24973818
5/2/2015,192917.8621,1912,14605900,2.75,46992,2612.071432,1.36929341
5/3/2015,129703.2569,1545,14652000,2.7,63544,2703.071432,2.56266094
5/4/2015,225274.9167,1785,14479000,2.88,104785,2793.142861,1.13353992
5/5/2015,254493.9584,1802,15365200,2.85,26546,2659.428575,1.22190321
5/6/2015,196079.2966,1781,15229100,2.82,48370,2757.857147,1.18540813
5/7/2015,202040.062,1799,15056800,2.81,60248,2753.214289,3.30151145
5/8/2015,156069.2068,1768,15037500,2.76,51411,2848.857146,1.0758743
5/9/2015,237495.8991,1933,14836700,2.76,35280,2768.071432,3.47170868
5/10/2015,176861.8194,1903,14758300,2.68,57877,2881.357146,1.79190768
5/11/2015,120029.7313,1734,14364200,2.76,73027,2863.714289,1.80693966
5/12/2015,260236.4085,1789,14839400,2.71,44614,2812.642861,1.11793261
5/13/2015,255414.0317,2220,14577900,2.69,36403,2743.928575,1.34208125
5/14/2015,187007.6542,1873,14440000,2.84,81538,2831.214289,1.97305409
5/15/2015,188721.9263,1895,15253400,2.87,75968,2660.357147,1.47121446
5/16/2015,206034.1653,1802,15440600,3,74901,2696.571432,2.53231749
5/17/2015,346727.5384,1987,16116000,2.93,52827,2674.285718,4.06693913
5/18/2015,281954.9518,1687,15751100,2.86,42345,2691.000004,3.08180161
5/19/2015,295710.6567,1616,15394100,2.89,34282,2816.357146,1.01669395
5/20/2015,275695.8791,1641,15532900,2.88,48146,2845.142861,0.84830946
5/21/2015,200104.8937,1554,15524500,2.84,37087,2813.571432,1.07727357
5/22/2015,232164.8607,1647,15278400,2.91,108165,3070.785718,1.08728975
5/23/2015,1032848.525,1891,15707300,2.87,90345,2971.428575,1.78236234
5/24/2015,785488.4099,1658,15487700,2.9,49767,2879.500003,1.8832489
5/25/2015,345360.7214,1692,15640500,2.82,55790,2875.785718,1.98858117
5/26/2015,198109.5424,1412,15224800,2.67,133789,2866.500003,3.83694154
5/27/2015,358755.5528,1580,14426200,2.63,59342,2989.071432,2.22678362
5/28/2015,172450.4844,1518,14196000,2.74,69233,2916.64286,2.21230396
5/29/2015,305578.4576,1954,14798400,2.82,48749,2938.928575,1.69736744
5/30/2015,155655.6492,1410,15258300,2.71,36938,2907.357146,0.8428661
5/31/2015,115771.8522,1017,14662100,2.76,57640,3002.071431,1.06920519
6/1/2015,155440.2467,1173,14952300,2.65,75761,3065.214289,1.01670083
6/2/2015,167726.1598,1133,14392700,2.8,68367,3042.000003,0.90361826
6/3/2015,204218.3807,1289,15173000,2.75,76345,3074.500003,1.74125068
6/4/2015,422814.8385,1146,14968000,2.8,40277,2926.857146,3.25578212
6/5/2015,133182.0327,974,15175700,2.82,43312,3108.857146,3.8360364
6/6/2015,85489.59335,921,15291500,2.82,36093,2863.714289,0.52691979
6/7/2015,73249.21965,1113,15308900,2.81,55832,2967.714289,1.92034411
6/8/2015,739967.3522,1055,15247700,2.83,78536,3028.071432,1.40403756
6/9/2015,132863.6465,1065,15384300,2.77,83639,3118.14286,1.80405109
6/10/2015,175168.9809,1304,15043400,2.7,93836,3233.285717,1.62710717
6/11/2015,248839.205,1402,14719100,2.78,67222,3112.571432,1.31186138
6/12/2015,114333.982,1151,15141500,2.8,107756,3300.14286,0.9279856
6/13/2015,190004.1827,1341,15249900,2.8,68398,3380.928574,1.75324203
6/14/2015,233126.563,1207,15289300,2.81,87100,3307.571431,1.340158
6/15/2015,341222.8014,1380,15333500,2.74,102014,3079.14286,1.32226511
6/16/2015,397432.5912,1254,14980300,2.99,109178,3432.000002,0.75832152
6/17/2015,374825.3296,1860,16341300,3,127588,3303.857145,1.26531184
6/18/2015,271123.7093,1236,16455700,2.96,80459,3304.785717,1.21409616
6/19/2015,342876.1836,1509,16207100,2.9,76937,3127.428574,0.97869817
6/20/2015,214124.4044,1553,15882700,2.87,49018,3318.714288,1.81443509
6/21/2015,152604.0798,1498,15747200,2.84,42407,3186.857146,0.6950071
6/22/2015,215216.0219,2774,15582200,2.89,60758,3146.000003,1.30289888
6/23/2015,195119.4447,1664,15836600,2.85,32546,3144.14286,1.11970771
6/24/2015,153454.9547,1295,15662200,2.81,66207,3321.500002,0.73601284
6/25/2015,187801.5256,1255,15439500,2.83,82226,4279.785716,1.23213838
6/26/2015,145405.2137,1244,15575000,2.82,67021,4149.785716,1.63089376
6/27/2015,133926.0025,1220,15502700,2.79,117087,4072.714287,1.52540008
6/28/2015,705264.4824,1374,15352200,2.73,80605,4345.714288,2.18701327
6/29/2015,550935.0822,1164,15060700,2.79,65253,4127.500002,1.67824869
6/30/2015,264726.662,1227,15375000,2.86,105757,3952.000002,1.37559595
7/1/2015,232615.0928,1329,15776100,2.82,49329,4051.357144,1.21479237
7/2/2015,104378.8077,1114,15478600,2.91,58716,4137.714287,1.28328671
7/3/2015,358609.6521,1502,16115200,2.96,65144,4075.500002,1.62096033
7/4/2015,590009.1293,1687,16384400,3.09,134776,4230.571431,0.999997
7/5/2015,955677.0835,1648,17100200,3.09,98324,4207.357144,1.1190891
7/6/2015,432857.0681,1269,17158400,3.09,91597,3960.357144,1.31951601
7/7/2015,521900.1194,1638,17104500,2.97,77829,4272.357144,1.42441464
7/8/2015,370529.4645,1379,16429100,2.98,71222,4221.285716,1.07581844
7/9/2015,513268.8684,1500,16587600,3.11,146037,3920.428573,0.87716822
7/10/2015,781213.1377,1897,17282600,4.05,607002,4152.571431,1.12796203
7/11/2015,1255641.875,2106,22623400,3.84,396245,3939.000002,2.14043562
7/12/2015,1287750.25,2280,21381100,4.1,136193,3868.428573,2.54230367
7/13/2015,181483.3247,1445,22806100,3.74,181667,3836.857145,1.93306789
7/14/2015,429616.0641,1470,20864500,3.72,71054,3919.500002,1.23601217
7/15/2015,232265.9349,1274,20673800,3.66,133041,4036.500002,1.18611906
7/16/2015,321488.6774,1602,20331600,3.53,87908,3893.500002,1.67477051
7/17/2015,628529.3834,1960,19771100,3.76,142970,3615.857145,2.25775006
7/18/2015,717377.4024,1394,20996900,3.71,140104,3409.714288,1.69996262
7/19/2015,1199406.678,1212,20734000,3.62,66114,3321.500002,2.55919196
7/20/2015,278218.7341,1327,20257500,3.69,73913,3278.785717,1.06134408
7/21/2015,371342.5858,978,20691500,3.6,106480,3299.214288,0.7298645
7/22/2015,3730398.037,1264,20147800,3.63,50817,3161.785717,0.91618211
7/23/2015,146222.8475,974,20314600,3.58,34491,3280.64286,0.80628139
7/24/2015,464858.0461,861,20106000,3.69,129128,3012.285717,1.42246197
7/25/2015,1761030.425,1577,20688000,3.75,64293,3095.857146,0.97118726
7/26/2015,430632.2461,1129,21014500,3.78,100372,3229.571431,0.94670148
7/27/2015,306783.5579,1074,21228600,3.76,105583,3172.928574,1.32871602
7/28/2015,570778.5685,1324,21080800,3.69,99350,3094.928574,0.70713887
7/29/2015,738365.8913,1269,20712400,3.64,62902,3117.214289,0.89125216
7/30/2015,395460.3246,1211,20455500,3.64,49738,3320.571431,1.27065008
7/31/2015,249066.1825,960,20552400,3.68,69967,3003.000003,0.75851808
8/1/2015,116310.1683,952,20694700,3.61,63209,3073.571432,2.49516522
8/2/2015,138447.7986,1085,20345400,3.62,42888,3251.857145,0.85002761
8/3/2015,139144.4397,984,20399000,3.61,56701,3300.14286,1.07172459
8/4/2015,152205.8971,849,20357800,3.64,93372,3115.357146,0.31866491
8/5/2015,1550000.553,1280,20547800,3.58,55070,3341.000002,0.59293981
8/6/2015,1545972.986,1292,20193000,3.52,48908,3257.428574,0.8549286
8/7/2015,775507.7783,1040,19848100,3.26,229950,3189.64286,0.67668709
8/8/2015,898005.8059,1217,18477800,3.08,91264,3273.214288,0.78656523
8/9/2015,749670.0878,1029,17418300,3.11,77488,3456.14286,0.98351168
8/10/2015,332837.1734,856,17558200,3.08,59702,3176.64286,0.70800254
8/11/2015,215628.7767,837,17437300,3.16,73134,3387.428574,0.75960057
8/12/2015,235376.2691,862,17915300,3.06,113443,3391.142859,0.81730284
8/13/2015,189548.4926,1054,17319800,3.06,66249,3434.785716,0.74721245
8/14/2015,289820.4944,1424,17378700,3.03,74860,3395.785716,0.74280931
8/15/2015,186040.9033,1206,17164800,2.98,37005,3298.285717,1.50788204
8/16/2015,669257.6143,906,16899500,2.94,46752,3286.214288,2.15622498
8/17/2015,131116.8885,1601,16739200,2.91,80183,3495.142859,1.43776618
8/18/2015,1231160.951,2176,16551500,2.67,83076,3304.785717,1.9221412
8/19/2015,227020.4061,1261,14812700,2.64,74748,3520.214288,8.63379964
8/20/2015,169783.3051,970,15018700,2.78,49346,3347.500003,6.72326727
8/21/2015,277425.6464,1225,15813000,2.76,49749,3374.428574,11.17954897
8/22/2015,307991.107,1143,15728800,2.68,52550,3387.428574,10.17538406
8/23/2015,138835.3277,1221,15274500,2.64,30625,3423.64286,14.2425735
8/24/2015,188870.1835,1279,15036300,2.38,125485,3567.571431,13.77038678
8/25/2015,192065.0271,1167,13506000,2.53,69322,3397.642859,9.33094777
8/26/2015,231159.8422,1064,14471900,2.61,37719,3364.214287,10.78433426
8/27/2015,122127.7752,1126,14942900,2.56,37604,3485.857145,12.73373423
8/28/2015,906326.4984,1060,14664000,2.6,57595,3753.285716,14.46488892
8/29/2015,130028.7644,1042,14899700,2.6,39992,3429.071431,13.31653074
8/30/2015,163242.3513,954,14869600,2.56,27911,3835.928573,12.90452499
8/31/2015,84400.18712,930,14678500,2.58,74703,3504.707146,12.907749
9/1/2015,254156.046,1082,14804700,2.54,70243,3060.385718,13.55480969
9/2/2015,565166.0557,1687,14589500,2.51,60914,3222.51429,16.72447242
9/3/2015,361896.0745,1112,14412100,2.47,23020,3001.050005,12.40470926
9/4/2015,642760.751,1027,14265700,2.45,60516,3194.950004,13.27040292
9/5/2015,520105.2707,1346,14037400,2.51,38313,3110.528576,13.03481408
9/6/2015,577327.0087,1327,14404900,2.49,28927,3148.985719,16.65357493
9/7/2015,246849.4631,1116,14309400,2.38,69592,3070.41429,15.9045006
9/8/2015,368244.0478,1676,13624600,2.33,90735,8977.378576,16.42911296
9/9/2015,925828.4079,1309,13390200,2.44,64860,3511.671433,19.17666138
9/10/2015,560663.6096,1467,14060100,2.38,46341,3261.792861,18.23023161
9/11/2015,327789.2977,1135,13730500,2.38,57649,3388.821432,10.93836157
9/12/2015,320585.6457,1343,13774200,2.43,37555,3326.142862,10.73550081
9/13/2015,544115.8023,1103,14020100,2.34,53764,3206.635718,10.37655076
9/14/2015,182672.1496,1030,13491500,2.31,57107,3270.985719,10.57562407
9/15/2015,288331.5382,1268,13377900,2.32,46640,3325.307147,11.13663106
9/16/2015,305012.758,1237,13447900,2.37,68240,3001.050004,11.16556789
9/17/2015,296449.835,1477,13827600,2.37,32167,3126.407147,9.71212844
9/18/2015,296241.65,1054,13726400,2.46,36051,3142.285719,10.03219036
9/19/2015,327259.8425,1052,14244500,2.36,18461,2911.628577,8.94675743
9/20/2015,186126.1844,773,13694700,2.39,88240,3086.292862,9.12843427
9/21/2015,610415.7444,789,13892300,2.35,84512,2910.792862,9.40018709
9/22/2015,497468.6037,1227,13687600,2.46,42311,2998.542862,10.92647946
9/23/2015,802845.5934,1563,14314800,2.43,36011,3433.950004,13.12293691
9/24/2015,276094.2513,1259,14100900,2.44,36581,3100.500005,10.95918866
9/25/2015,351600.6613,1460,14189600,2.45,31730,3289.385718,11.12402092
9/26/2015,189287.1884,1174,14288400,2.33,45583,3248.421433,10.06498205
9/27/2015,101540.4018,1026,13593500,2.36,26485,3169.86429,8.76150267
9/28/2015,256856.8109,1264,13788900,2.38,45147,3049.521433,10.8203713
9/29/2015,126726.2765,997,13889400,2.34,33688,2965.950005,11.5190365
9/30/2015,228680.4172,1245,13670400,2.34,36433,3279.342861,10.36796941
10/1/2015,195970.5123,955,13670100,2.29,48612,3437.29286,10.89315413
10/2/2015,496817.4494,992,13376200,2.22,49335,3360.407146,10.23711068
10/3/2015,129795.766,920,12958700,2.17,50128,3582.707146,10.36694983
10/4/2015,260867.4176,831,12688900,2.17,41353,3647.057146,9.68864599
10/5/2015,147746.1856,849,12716700,2.34,74426,3590.228575,10.71417034
10/6/2015,643512.8281,1090,13696700,2.39,23826,3524.221432,14.49947295
10/7/2015,750278.3595,1249,14025500,2.4,40949,3602.764289,12.06090474
10/8/2015,390764.329,1057,14109600,2.38,39245,11042.35309,11.03670376
10/9/2015,98504.13055,1079,13918300,2.36,28997,3703.900004,10.57776933
10/10/2015,333678.4582,839,13871000,2.43,18355,3535.071432,9.60639093
10/11/2015,47117.78545,1010,14270800,2.39,20054,3603.614289,8.81136516
10/12/2015,58365.70967,936,13966900,2.34,22087,3581.871432,10.70173381
10/13/2015,333598.2013,981,13762200,2.35,33118,3399.685718,10.74317014
10/14/2015,168898.0263,949,13900100,2.32,53349,3151.478576,9.72687442
10/15/2015,162215.2302,1156,13640200,2.25,80585,3190.757147,9.3205512
10/16/2015,335666.211,1013,13268900,2.34,40319,3252.600004,10.60041102
10/17/2015,204363.3032,931,13814100,2.43,36100,3230.871433,8.4191042
10/18/2015,139678.6763,1178,14424600,2.37,21270,3082.11429,9.77704736
10/19/2015,166823.2365,982,14014900,2.34,39396,3154.821433,8.88141108
10/20/2015,486736.4592,1012,13844300,2.41,46076,3165.685719,11.42407839
10/21/2015,589959.521,1135,14185500,2.28,54704,3410.550004,9.9160359
10/22/2015,420765.3447,1218,13485100,2.41,77999,3471.557147,11.66987436
10/23/2015,280703.5942,1049,14270300,2.33,74068,3181.56429,9.81512863
10/24/2015,151143.8998,1174,13762700,2.24,69810,3291.042861,10.99839009
10/25/2015,192660.0859,1311,13388800,2.17,53908,3323.635718,11.05701151
10/26/2015,280416.3863,1371,12895600,2.24,40748,3046.178576,12.08044111
10/27/2015,171317.0343,1363,13267200,2.1,112810,2875.692862,9.95932823
10/28/2015,263591.9748,1339,12593200,2.14,62319,2839.757148,11.86154016
10/29/2015,456873.8503,1351,12549700,2.39,109579,2803.821434,11.73055614
10/30/2015,457527.6051,1153,14289400,2.54,118931,2704.371434,13.00622916
10/31/2015,189314.3717,1347,15097200,2.31,33529,2781.257148,11.5423599
11/1/2015,246179.0195,1287,13720200,2.66,79513,2883.214291,10.96932081
11/2/2015,316699.9564,1236,15832500,2.61,88803,2706.878577,10.35948743
11/3/2015,224312.1578,1179,15537000,2.69,138710,2855.635719,10.02926051
11/4/2015,358237.3395,1322,16069100,2.61,251429,2746.157148,10.93532021
11/5/2015,514298.3672,1342,15540600,2.53,131813,2784.600005,13.33861501
11/6/2015,583606.0243,1281,15186900,2.7,89250,2789.614291,10.60618736
11/7/2015,447733.3671,1132,16269600,2.71,65014,2645.03572,10.04613255
11/8/2015,146978.0203,1033,16160500,2.53,55256,10209.87715,10.05041597
11/9/2015,569118.9834,982,15153000,2.53,76637,2500.457149,8.57120304
11/10/2015,188514.8804,1008,15127000,2.42,49166,2624.142863,10.30807629
11/11/2015,291153.9755,1135,14461800,2.29,96053,2414.378578,10.29306312
11/12/2015,174469.3491,1015,13661200,2.54,86587,2538.900006,9.16313694
11/13/2015,337082.632,1051,15103600,2.53,60866,2528.03572,8.80330359
11/14/2015,146769.6067,1255,15189300,2.36,66693,2355.042864,8.69251308
11/15/2015,127712.4379,1008,14240200,2.31,39255,2380.950006,7.15050046
11/16/2015,135053.0609,1112,13731000,2.31,41181,2277.321435,8.18970029
11/17/2015,111267.7192,1195,13923500,2.26,59102,2324.121435,9.57308783
11/18/2015,137702.5546,1320,13554600,2.36,31679,2309.078578,9.48992121
11/19/2015,92607.87857,1229,14143100,2.21,48039,2343.342864,8.07692226
11/20/2015,356048.6548,1195,13270800,2.23,28463,2299.050006,10.40780907
11/21/2015,120710.0029,1222,13370600,2.2,26400,2382.621435,9.84213296
11/22/2015,51549.18812,998,13216000,2.06,28487,2331.642864,9.48540948
11/23/2015,421846.372,1106,12524900,2.14,31968,2412.721435,7.58949452
11/24/2015,115274.3977,1067,12843100,2.08,24757,2397.664292,9.95412927
11/25/2015,80555.66222,1066,12497100,2.15,23152,2426.914292,9.65025301
11/26/2015,128524.6977,1166,12943400,2.19,58542,2492.100006,8.77705581
11/27/2015,138953.4063,1181,13139500,2.16,32579,2538.900006,10.7383076
11/28/2015,66716.15328,1055,12978500,2.08,25565,2404.350007,8.71877662
11/29/2015,108809.599,1060,12539800,2.15,26013,2340.000006,8.07189216
11/30/2015,85874.48049,1081,12962300,2.17,49178,2298.214292,8.75706365
12/1/2015,153744.9305,1363,13063600,2.08,37007,2345.850006,9.07983956
12/2/2015,193017.4245,1075,12574200,2.18,45288,2330.807149,8.28350159
12/3/2015,309633.4253,1343,13181700,2.34,77349,2307.407149,13.42481105
12/4/2015,214073.3502,1273,14082300,2.34,36114,2354.207149,13.59141974
12/5/2015,262737.9405,1221,14172200,2.32,61252,2392.650006,8.29472718
12/6/2015,98455.09663,1338,14020800,2.34,55270,2367.578578,10.77086534
12/7/2015,186725.0772,1284,14054100,2.33,40495,2372.592863,10.54917683
12/8/2015,117109.898,1353,14092000,2.4,44093,2372.592863,10.338892
12/9/2015,219368.6037,1437,14595600,2.51,121460,2484.578577,11.96152333
12/10/2015,263994.0889,1368,15122800,2.44,31690,2502.128577,12.76904636
12/11/2015,138476.2648,1144,14761700,2.69,46393,2502.128578,9.76675546
12/12/2015,172776.7819,1266,16341800,2.58,47864,2451.98572,12.00135844
12/13/2015,143758.6968,1225,15679300,2.73,67091,2479.564292,12.26882786
12/14/2015,132386.5454,1353,16723300,2.69,102466,2558.121434,12.38010773
12/15/2015,168696.2271,1053,16273500,2.68,58882,2472.042863,13.39062546
12/16/2015,1266717.126,1149,16315300,2.69,46530,2499.621435,13.77252054
12/17/2015,123959.7598,1251,16298400,2.61,40819,2294.871435,12.5145312
12/18/2015,77856.68688,1099,15820500,2.65,39821,2413.542864,12.80107033
12/19/2015,124060.7969,1282,16074600,2.61,27223,2438.614292,13.07382633
12/20/2015,75944.36501,1253,15865200,2.49,39518,2350.864292,10.70083477
12/21/2015,106231.6897,1218,15164400,2.47,43767,2439.450006,12.24407892
12/22/2015,162778.9056,1402,15026900,2.55,47646,2468.700006,13.48365325
12/23/2015,146041.2314,1217,15506300,2.53,51744,2326.628578,12.54352189
12/24/2015,107340.9257,1192,15396800,2.77,83730,2428.585721,10.27343185
12/25/2015,387501.7584,1423,16851000,2.83,99786,2766.214291,15.70926381
12/26/2015,131416.8086,1178,17218200,2.77,96357,2403.514292,14.58443095
12/27/2015,172126.821,1120,16651400,2.65,37590,2371.757149,11.98748341
12/28/2015,138636.6548,1169,16067600,2.98,88281,2365.071435,10.4743753
12/29/2015,261098.0939,1506,18461600,3.09,141636,2406.857149,12.43100566
12/30/2015,220455.5028,1383,18810200,3.52,524544,2338.328578,13.24169836
12/31/2015,511502.1119,1875,21459700,3.27,191862,2395.157149,18.64639176
1/1/2016,465470.6617,1358,20289600,3.38,98317,2363.400006,12.68955482
1/2/2016,170604.1207,1196,20638600,3.28,62353,2592.38572,10.16659742
1/3/2016,353600.5455,1539,20114800,3.24,87155,2420.228578,14.28500629
1/4/2016,270886.8234,1622,19882500,3.32,65748,2392.650006,10.81194031
1/5/2016,215841.4199,1914,20278200,3.33,71861,2396.842863,10.16308491
1/6/2016,363889.4607,1245,20334100,3.38,34542,2361.728578,8.82360814
1/7/2016,156515.2433,1282,20637500,3.38,116373,10355.57429,9.43332348
1/8/2016,412185.9401,1608,20905100,3.31,76706,2475.38572,11.7898525
1/9/2016,247271.3203,1353,20252100,3.18,39174,2388.471435,8.03600287
1/10/2016,238365.4088,1273,19514900,3.29,167678,2350.864292,8.66529964
1/11/2016,385662.9625,1596,20143400,3.15,99815,2340.000006,39.99593972
1/12/2016,289942.6382,1291,19455500,3.03,130485,2315.764292,11.51975803
1/13/2016,1148935.183,1288,18622300,3.1,57266,2412.707149,10.773364
1/14/2016,329898.7851,1563,19024300,3.4,176887,2370.921435,9.68966909
1/15/2016,387228.1346,1390,20643400,3.36,431794,2409.364292,11.46155015
1/16/2016,798491.4332,1729,20501100,3.89,1878320,2363.400006,13.57056389
1/17/2016,987206.4064,2042,23866800,4.95,560892,2431.928578,16.11103684
1/18/2016,585972.3208,1751,30399700,4.37,464263,2340.000006,14.25358279
1/19/2016,1169482.931,1910,27082100,3.87,277216,2471.207149,19.70696016
1/20/2016,768230.3716,1527,23761800,4.77,307278,2388.471435,13.45822542
1/21/2016,622209.1769,1528,29292200,5.15,289153,2306.571435,13.38370124
1/22/2016,916469.7724,1636,32176900,5.13,1096190,2340.000006,14.32794003
1/23/2016,1572063.437,2094,31141500,4.49,677578,2379.278578,20.05819884
1/24/2016,794940.0888,1670,27786800,4.4,320311,2317.435721,13.57318275
1/25/2016,533533.8162,1666,27208600,4.02,410300,2325.792863,13.63101662
1/26/2016,525095.4059,1597,24566900,4.52,298849,2406.021435,13.86826875
1/27/2016,311834.5384,1517,27729200,4.2,301964,2412.707149,14.03921262
1/28/2016,554535.2893,2693,25868300,4.22,185032,2467.028578,10.94016881
1/29/2016,421112.3629,1748,26280700,4.39,126718,2374.264292,10.02709267
1/30/2016,297978.265,1446,27139800,4.29,136278,2349.192863,12.01941561
1/31/2016,372685.3239,1575,26487500,4.11,147359,2309.078578,11.50331075
2/1/2016,290946.7307,1193,25394100,4.12,61713,2268.964292,10.41592767
2/2/2016,259622.2367,1129,25608100,4.11,125829,2309.078578,11.72870373
2/3/2016,392279.4779,1477,25379300,4.18,85544,2281.500006,11.41916339
2/4/2016,611430.7107,1585,25855900,4.29,100963,2290.692863,10.87809998
2/5/2016,387529.7131,1258,26596100,4.28,56705,2258.93572,10.55150341
2/6/2016,309221.6759,1232,26780100,4.19,70855,2945.231435,11.05575692
2/7/2016,433071.1973,1364,26116700,4.21,108239,9070.100006,12.44989922
2/8/2016,232440.8761,1374,25946900,4.16,70569,2299.885721,12.88538976
2/9/2016,230395.1291,1497,25846400,3.97,164368,2295.707149,11.69122705
2/10/2016,231692.3183,1544,24665700,3.84,193410,2347.521435,13.34675616
2/11/2016,301278.5394,1665,23519900,3.26,243649,2303.228578,13.45174213
2/12/2016,293129.4951,1541,20278400,3.79,182601,2422.73572,14.94430327
2/13/2016,497235.545,1580,23573000,3.77,120917,2435.271435,12.44368656
2/14/2016,401454.3459,1483,23641000,3.8,60426,2360.057149,12.02139585
2/15/2016,279925.8714,1333,23666400,3.78,112454,2277.321435,10.53924763
2/16/2016,170277.5354,1308,23519100,3.48,180945,2178.826536,12.97970545
2/17/2016,201854.4795,1242,21632400,3.68,150307,2166.648985,13.0339821
2/18/2016,625756.0908,1538,22963300,3.53,247042,2145.696434,12.69161913
