date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
11/30/2014,4762937.837,3225,122867000,3.58,1206290,28550,3.91560991
12/1/2014,2347122.584,4066,122616000,3.58,1275120,29450,4.70961609
12/2/2014,3416139.341,3136,122804000,3.63,2051950,29650,4.10811975
12/3/2014,6683723.862,3385,124626000,3.61,1715450,28450,10.50147042
12/4/2014,3603686.794,3109,124172000,3.59,2291670,29800,27.36930813
12/5/2014,7088063.047,5432,123669000,3.62,2350920,28150,113.7007547
12/6/2014,5404678.961,5734,124520000,3.61,1690520,27550,39.63888755
12/7/2014,6880073.74,3100,124612000,3.71,1759240,28900,4.40276077
12/8/2014,9189727.879,3072,127928000,3.65,2295450,31400,4.23815053
12/9/2014,10829264.7,3188,126207000,3.52,3606940,32600,4.25425577
12/10/2014,7831854.521,3228,121787000,3.5,1982380,31450,4.18709926
12/11/2014,4761178.102,2602,120898000,3.48,2667680,28200,3.97548394
12/12/2014,4915706.1,2490,120474000,3.49,2060970,27900,7.00620926
12/13/2014,4281894.471,2562,120839000,3.48,2121910,28900,2.89802956
12/14/2014,4896786.403,2825,120551000,3.48,1547550,29600,4.42264198
12/15/2014,5869225.759,2540,120858000,3.45,2292030,30250,3.00116616
12/16/2014,3642402.01,2926,119941000,3.02,5220210,28300,3.57003287
12/17/2014,12083484.69,3981,104697000,2.94,3969240,28900,4.93057846
12/18/2014,6756005.696,3199,102479000,2.81,4301260,28300,3.24735063
12/19/2014,6370860.779,2979,97712800,2.87,2780240,26750,3.79649105
12/20/2014,5293928.255,2688,99946000,2.92,2591650,28450,2.67005963
12/21/2014,5058726.728,3444,101680000,2.85,2187630,26650,3.88723125
12/22/2014,4578214.574,3778,99862200,2.89,2477440,28150,5.53780532
12/23/2014,6193354.909,4275,100889000,2.88,1901360,27150,4.98478016
12/24/2014,4299528.975,4012,100630000,2.74,2076240,26850,3.95537666
12/25/2014,2241823.152,3118,95760900,2.7,1640910,31350,5.69787458
12/26/2014,4519787.701,2896,94618000,2.78,2088360,34650,3.4511552
12/27/2014,3528168.989,2947,97465400,2.72,2180800,30100,4.20744391
12/28/2014,9289118.526,3086,95424400,2.73,1701950,29600,2.98589817
12/29/2014,6153656.01,3273,96020400,2.69,1471530,28700,4.05094436
12/30/2014,4453009.987,3018,94764600,2.7,1536350,25700,3.76384878
12/31/2014,2747448.06,3253,95108100,2.72,1577550,26600,3.73215222
1/1/2015,2237553.545,3265,95896300,2.7,770693,26750,3.40868309
1/2/2015,2981210.253,2781,95029800,2.67,855392,28350,2.87992229
1/3/2015,2729852.356,2555,94017000,2.13,5193080,28150,3.4355574
1/4/2015,22309955.01,5540,74465900,1.96,3888140,29300,9.95301003
1/5/2015,24152234.81,4960,69148700,2.08,10649500,27300,6.96523649
1/6/2015,6760428.006,4375,73663300,2.11,3242950,26650,4.76063616
1/7/2015,7091723.882,4403,74913200,2.12,3388950,26250,4.89776841
1/8/2015,6171314.364,4257,74876300,2.01,2924520,25100,6.03130604
1/9/2015,7980172.297,5262,71195200,1.98,1951160,27500,5.9777559
1/10/2015,5260503.585,4445,69838100,1.65,2911190,28700,5.677723
1/11/2015,65492659.95,6056,58665800,1.72,2581500,29050,10.03264702
1/12/2015,8260178.601,5566,60986100,1.71,1738370,26750,6.65815207
1/13/2015,8563701.459,4676,60769100,1.54,4039950,28350,7.74778985
1/14/2015,8341096.534,5329,55102200,1.16,4721280,25000,7.37674026
1/15/2015,38148307.08,5643,41039000,1.28,3487080,27400,7.45430979
1/16/2015,24731560.14,4420,45481900,1.4,2669280,25900,7.23258852
1/17/2015,11038265.17,4742,49811400,1.29,1514960,24950,5.30109942
1/18/2015,3938949.861,5865,46219800,1.33,1694820,26400,7.62737614
1/19/2015,3619362.612,5761,47416500,1.34,728641,27150,6.84840226
1/20/2015,2723505.089,5303,47896600,1.32,1069660,27300,6.40111433
1/21/2015,3229068.28,5234,47325500,1.37,1191370,30100,5.84020777
1/22/2015,4396360.053,4680,49163200,1.42,1660700,26600,7.52204042
1/23/2015,4670316.238,5584,50568400,1.43,1267530,30250,6.03163615
1/24/2015,5006819.841,3592,51269500,1.84,4858920,31300,5.71232149
1/25/2015,11571329.05,4298,66065700,2.25,9178540,29000,5.88915243
1/26/2015,17419921.37,6482,80604000,2.08,8803090,31150,10.71029075
1/27/2015,44243686.62,5754,74514900,2.09,4502690,28950,9.18685693
1/28/2015,12288450.67,6747,75192600,1.87,3295480,29250,9.14016435
1/29/2015,3560262.632,7935,67529300,1.92,2191570,29650,7.42339219
1/30/2015,7917233.148,4696,68945600,1.9,1805110,29950,9.11565268
1/31/2015,3124300.594,5652,68341300,1.87,1205140,29150,8.33396891
2/1/2015,4193076.121,6021,67769100,1.8,2661610,28100,7.61911664
2/2/2015,4655497.591,4452,65442400,1.88,1955370,28750,7.48863898
2/3/2015,18741712.29,11348,67712400,1.82,2425490,29000,9.49399701
2/4/2015,2435853.649,4449,65838100,1.79,3683490,28750,5.90747694
2/5/2015,3322179.536,3630,64942100,1.74,4490700,27300,6.10777003
2/6/2015,3733110.25,4350,63021100,1.76,2332680,27300,4.94129257
2/7/2015,1748218.884,4536,63768900,1.78,1272440,29050,5.52053743
2/8/2015,1787401.079,10181,64807000,1.78,793432,30300,4.63019471
2/9/2015,1577495.15,21060,64802000,1.73,1412300,27100,4.77081129
2/10/2015,3773729.824,17531,62958900,1.76,1943220,26050,23.36355392
2/11/2015,3441734.258,10549,64008900,1.73,1202390,27150,7.03532489
2/12/2015,1345522.066,8937,62968800,1.76,1073660,29100,5.31555251
2/13/2015,1301518.923,6856,63906200,1.82,2417560,30500,7.55826435
2/14/2015,3177050.711,7469,66427400,1.94,2967890,28800,8.90016094
2/15/2015,3358246.119,5696,70755000,1.84,3678900,30600,8.07658891
2/16/2015,4924366.367,4941,67323000,1.8,1766700,29000,8.46775109
2/17/2015,1983302.796,4261,65535000,1.85,1824820,28050,5.43365036
2/18/2015,975321.5019,3692,67870400,1.83,1504230,26950,7.26560253
2/19/2015,986348.9206,5016,66773600,1.85,1117190,29650,8.38309305
2/20/2015,1467175.284,5366,67437300,1.85,1430460,26550,8.77542674
2/21/2015,1223108.389,3631,67744100,1.85,934224,28750,8.56893014
2/22/2015,725432.7121,3981,67833100,1.8,1413400,28900,9.37670213
2/23/2015,828088.4457,3974,66170200,1.82,1207240,30200,8.98020824
2/24/2015,2896913.454,4832,66606800,1.83,941910,27950,9.81144168
2/25/2015,2686796.071,5402,67265400,1.8,768342,30000,9.30350113
2/26/2015,5360866.74,5840,66513000,1.81,917184,29400,11.08753322
2/27/2015,1368630.349,5485,66305700,1.85,2360850,27900,10.59156077
2/28/2015,4132934.008,6697,68126100,1.84,1026120,27600,6.96297239
3/1/2015,2835159.332,6485,68053900,1.89,1697220,28500,6.8311401
3/2/2015,1711359.475,6577,69828900,1.94,2442300,29250,6.44761505
3/3/2015,4386524.188,5037,71717700,1.96,2818220,28000,7.36633495
3/4/2015,49307198.43,4402,72285900,1.93,2444050,27550,6.62455346
3/5/2015,9537526.367,7082,71173000,1.92,2042170,27700,7.25268892
3/6/2015,3631835.842,8911,71069500,1.9,1718100,26200,5.86378526
3/7/2015,4205275.432,3935,70134200,1.91,1176540,28900,7.01697861
3/8/2015,3612596.562,4630,70928800,1.89,1281400,28750,6.48357131
3/9/2015,79087396.33,4264,70206300,1.94,2713960,30000,5.66571152
3/10/2015,5946556.732,4376,72175800,2.01,4023500,31350,6.19131822
3/11/2015,5249236.368,4527,74625400,2.03,1945020,30850,8.65013972
3/12/2015,4059465.734,4345,75256300,2.04,2153170,31100,5.9982668
3/13/2015,3519334.415,4208,76002200,2.01,1702690,28050,9.21982074
3/14/2015,3190816.192,3943,74645200,2,1524990,28500,8.51200352
3/15/2015,4241008.232,4451,74351900,2.02,1035700,29600,7.58672754
3/16/2015,3328478.623,3690,75416900,2.03,1307010,27050,5.99615052
3/17/2015,2331272.729,3887,75949300,1.98,1493110,28100,7.1272315
3/18/2015,8079274.205,3985,74064600,1.74,2976040,25350,8.33737476
3/19/2015,4695514.293,3843,65175200,1.76,2925790,23200,5.88978305
3/20/2015,7181501.333,4141,65947700,1.77,1015870,21400,6.07752798
3/21/2015,4445932.4,3854,66130700,1.75,1025410,26750,5.02665932
3/22/2015,3029883.795,4175,65399100,1.8,1072060,32050,7.22566379
3/23/2015,1844135.094,4384,67475000,1.78,1257730,32400,9.5891255
3/24/2015,3498703.168,4144,66624900,1.65,2014330,31750,6.2651145
3/25/2015,3524218.096,3996,62138700,1.67,2189060,30850,7.5233466
3/26/2015,8136848.092,4315,62874100,1.7,1655180,32050,5.26654402
3/27/2015,3066360.063,3768,63619500,1.69,1109440,31600,5.71659201
3/28/2015,4696540.039,3333,63346600,1.7,843595,28200,5.24465064
3/29/2015,999739.7272,3795,64221900,1.66,1242080,29550,5.51039037
3/30/2015,1619611.696,3803,62459100,1.67,1297260,29700,6.78740706
3/31/2015,2395489.205,3498,63003800,1.65,1124990,28450,5.18285943
4/1/2015,1684014.796,3714,62351500,1.66,1245880,30450,7.77804123
4/2/2015,1795787.074,3952,62994200,1.68,1254970,26750,8.4188362
4/3/2015,1173516.211,3519,63414000,1.7,1053650,26650,6.23992947
4/4/2015,1527118.393,3387,64337500,1.69,794158,31550,5.1042174
4/5/2015,1406297.946,3413,63731100,1.7,1012920,29200,5.23581958
4/6/2015,1317343.344,3475,64505900,1.69,1077700,29450,5.20630519
4/7/2015,1096346.775,3527,63958900,1.67,898271,27200,5.07435014
4/8/2015,1300128.346,3805,63336300,1.63,1479550,29800,5.50913116
4/9/2015,2970909.492,5212,61536800,1.59,1354130,30100,7.19122436
4/10/2015,4418768.589,4030,60275800,1.53,1448110,27750,4.88285452
4/11/2015,1932682.362,4835,57945500,1.46,1329260,29000,6.88227744
4/12/2015,2052480.792,4712,55550100,1.46,724290,27350,7.63476913
4/13/2015,4350011.769,4442,56089100,1.38,1316410,30000,5.94824023
4/14/2015,1643663.201,3351,52470700,1.38,1669170,28000,9.1972822
4/15/2015,8388324.008,4870,52512100,1.38,1230190,26250,6.2439232
4/16/2015,6402765.311,4387,52832900,1.42,1098160,30500,5.60190232
4/17/2015,2697178.9,4121,54339400,1.41,1127080,30750,4.70362647
4/18/2015,3441095.198,3793,53929900,1.41,733823,28700,4.94363497
4/19/2015,1943870.21,4208,53970000,1.39,984396,26200,6.10515708
4/20/2015,2238204.458,5425,53029400,1.41,959972,28000,7.55157036
4/21/2015,2768266.971,4128,53985400,1.42,1055230,30950,5.38313945
4/22/2015,1894395.514,4045,54951900,1.45,1130670,29900,11.63419727
4/23/2015,3185790.751,3852,55880900,1.46,727959,28250,4.88323852
4/24/2015,2402487.777,3851,56032400,1.42,1008680,28400,6.84641732
4/25/2015,3745781.757,3847,54617300,1.4,868387,26900,5.14752637
4/26/2015,1467457.721,3337,53853500,1.32,1292150,28350,5.96615356
4/27/2015,1988987.877,3385,50904000,1.38,1465060,28650,4.70187098
4/28/2015,2686080.237,3400,53283400,1.36,1014190,28050,5.52393855
4/29/2015,2055550.508,3560,52548100,1.36,1372440,28300,4.65482776
4/30/2015,2588997.482,3113,52528700,1.44,2039930,30550,3.79734773
5/1/2015,2242697.43,3016,55731500,1.41,1169670,29900,9.76838831
5/2/2015,1875312.151,2933,54397100,1.42,807758,29550,4.11244247
5/3/2015,1062003.323,2899,54921600,1.43,1673860,26300,6.47920275
5/4/2015,2799348.044,3310,55532500,1.41,1462600,27350,5.11392407
5/5/2015,2753868.382,3415,54810500,1.41,1229630,29100,5.38416932
5/6/2015,2604198.819,3265,54516200,1.39,1100820,26650,5.35272732
5/7/2015,1399948.538,3034,53911200,1.46,1742090,27700,5.87016698
5/8/2015,2698034.678,3377,56483700,1.48,1444320,30000,7.94973713
5/9/2015,3406106.727,3351,57523100,1.45,1323730,30350,5.54696837
5/10/2015,3550450.758,3494,56317000,1.44,993855,31500,5.7181794
5/11/2015,2893262.217,3435,55980400,1.44,826032,30400,5.63668747
5/12/2015,2266716.687,3484,56029300,1.45,723296,26600,4.87834642
5/13/2015,2612981.39,3626,56263400,1.45,1913000,27050,17.00541783
5/14/2015,2951217.786,3387,56547200,1.45,1078360,28600,6.78435741
5/15/2015,2304017.966,2962,56503900,1.45,691297,28200,4.27686908
5/16/2015,2689457.401,2961,56814000,1.45,757344,30300,5.04768006
5/17/2015,1855137.997,3137,56535300,1.45,481714,28650,5.55991049
5/18/2015,1133396.885,2931,56856600,1.45,630744,29150,5.30580333
5/19/2015,2124873.338,3531,56631100,1.45,516737,28250,17.05391325
5/20/2015,2883112.474,3311,56936400,1.46,892369,29650,4.5164606
5/21/2015,2462373.741,3111,57264300,1.48,1109240,30650,4.24730978
5/22/2015,3474660.329,2826,58038700,1.83,5017600,26750,3.97085987
5/23/2015,18523242.26,4329,71890900,1.79,2701800,27600,7.10494567
5/24/2015,9402916.426,3743,70215400,1.83,1725070,27850,5.07947162
5/25/2015,5331452.491,3557,72077400,1.8,1457180,28200,4.82753358
5/26/2015,4825176.199,3585,70921400,1.82,1381530,28700,4.57503663
5/27/2015,3802236.361,3201,71500100,1.85,1675280,29100,5.73172375
5/28/2015,7358508.742,3299,72768300,1.84,1301610,27400,5.6169091
5/29/2015,5219228.222,3305,72567600,1.83,1762870,28700,4.68604206
5/30/2015,9309829.937,3096,72205200,1.81,1327450,25400,4.79620634
5/31/2015,4470888.595,3203,71546200,1.64,2071950,29850,4.86545372
6/1/2015,9529964.126,3411,64744100,1.62,1998470,30000,4.16499118
6/2/2015,6858920.75,3907,63902800,1.67,1370450,30600,5.19827318
6/3/2015,6314472.469,3692,66103800,1.69,1162310,29050,4.49778205
6/4/2015,4291274.368,3852,66792600,1.67,1065250,28600,4.47535773
6/5/2015,5652432.109,3152,66154900,1.76,1474750,30300,4.98904732
6/6/2015,5728549.678,3341,69841900,1.76,1184500,28650,7.46290251
6/7/2015,6535795.263,3364,69793000,1.73,1160830,29800,4.93352592
6/8/2015,4902036.626,3090,68785000,1.79,1710280,28950,6.93349524
6/9/2015,8712575.498,3779,70942300,1.8,1480430,27850,5.22009168
6/10/2015,4746033.468,3110,71458400,1.76,1212820,27800,3.71748624
6/11/2015,6106486.808,3192,70016500,1.79,1048480,28400,4.91485424
6/12/2015,4372794.046,3375,71277400,1.8,963104,26500,3.92539069
6/13/2015,6593705.108,3954,71855200,1.86,1470540,30300,6.09707995
6/14/2015,8866692.286,3425,74220300,2,3128440,28650,5.57814114
6/15/2015,13060056.69,4454,79922500,2.02,1895750,27400,6.10827935
6/16/2015,18966456.72,4303,80606100,2.88,10053700,28800,6.02629668
6/17/2015,46988151.21,5990,115769000,2.89,13038800,26750,7.99385551
6/18/2015,46819173.21,6796,115608000,3.1,7435550,27750,10.3440418
6/19/2015,42947746.39,5375,123901000,2.81,7275770,30750,7.21079483
6/20/2015,32005130.27,4807,112569000,3.04,5729100,28750,6.91669186
6/21/2015,24116110.42,7443,121674000,3.02,3196090,29200,10.55101453
6/22/2015,14506476.64,18301,121219000,3.03,3039690,32100,7.94143069
6/23/2015,12413351.01,4909,121561000,2.97,2332310,29900,7.81741966
6/24/2015,8990321.177,4037,119493000,2.78,3317430,27950,7.83968873
6/25/2015,14864379.05,4241,111481000,2.85,4221940,28650,6.44847037
6/26/2015,21269471.59,5907,114545000,2.86,2100370,30900,9.45057541
6/27/2015,15435030.76,4788,115217000,3.1,4570240,29650,8.96265133
6/28/2015,16686214.18,8513,124653000,3.31,2837150,28400,14.36787798
6/29/2015,22153642.55,9694,128550000,3.74,12726600,31950,16.66429972
6/30/2015,46484790.29,10618,151088000,4.09,15390500,27900,15.82202448
7/1/2015,58465549.21,8753,164994000,3.92,7113180,26450,16.82103744
7/2/2015,40577958.05,5252,158676000,4.07,6288460,30050,14.6350549
7/3/2015,37300886.3,5052,164280000,4.12,4281280,29300,13.78317506
7/4/2015,37408999.76,4937,166671000,4.11,3939060,31600,13.68904636
7/5/2015,29895726.18,4717,167142000,4.95,14069300,29150,15.84667845
7/6/2015,54411676.03,5366,200511000,5.42,22969200,30700,18.7416471
7/7/2015,130279159.5,8313,220535000,5.23,13570800,29800,30.68227177
7/8/2015,64314499.77,6460,212983000,6.36,23234900,31200,28.13389512
7/9/2015,93252941.64,6683,258224000,7.54,42419800,31700,28.23754254
7/10/2015,82195999.47,9026,305979000,4.51,62612600,26650,83.21399085
7/11/2015,144371737.6,11759,182065000,4.37,19647300,28100,125.5347638
7/12/2015,101105584.9,8127,178601000,5.29,19203600,28050,67.33591698
7/13/2015,64810134.4,7244,215897000,4.68,14296100,29500,45.74643096
7/14/2015,42131570.86,6253,190900000,4.65,5418730,29600,63.16226942
7/15/2015,25918300.36,4607,189661000,4.21,7539760,30600,63.38865125
7/16/2015,23202561.42,4561,171366000,3.69,17295300,28800,77.14152343
7/17/2015,46789945.75,7307,152008000,3.79,9454510,28150,90.61380832
7/18/2015,43677023.92,4605,154656000,4,8471440,28000,75.75108902
7/19/2015,19607471.55,3583,163808000,3.77,4693260,26750,61.05431869
7/20/2015,11132277.02,3652,154330000,3.94,4242190,25650,66.97554933
7/21/2015,12669218.72,3385,161001000,3.77,4431730,29800,75.50808479
7/22/2015,15885219.82,3560,155070000,3.82,2892200,28150,74.57963442
7/23/2015,19074358.63,3258,156929000,3.78,2177740,30600,62.67970838
7/24/2015,11410289.27,2814,155562000,4.6,14874300,30250,60.07685145
7/25/2015,35876650.49,4267,188883000,4.63,10288900,29500,81.9807718
7/26/2015,34626757.16,4257,190452000,4.66,7946990,29600,75.94430358
7/27/2015,21042409.43,4070,192667000,4.67,5164400,29900,67.57274205
7/28/2015,23104515.82,3772,192266000,5.06,10629300,29550,64.81798007
7/29/2015,44555659.33,4464,208044000,4.8,6609040,29550,86.35766224
7/30/2015,22465806.89,4325,197589000,4.58,5420630,27800,77.50014349
7/31/2015,20492734.18,3259,189038000,4.64,4640650,27450,63.49105315
8/1/2015,16418446.81,3222,191524000,4.15,6284530,30200,64.18706242
8/2/2015,25629231.73,3596,168869000,4.17,6950580,29000,52.9064404
8/3/2015,34373462.42,3514,172385000,4.16,5494590,29550,55.1372611
8/4/2015,20133737.73,3926,173089000,4.38,4323960,31100,75.72535141
8/5/2015,27447747.6,3615,181116000,4.35,2565020,29050,70.29057035
8/6/2015,21549482.93,3177,180190000,4.06,3879570,28250,61.82719785
8/7/2015,19549736.16,3683,168474000,4.21,4192810,29650,67.74128024
8/8/2015,13188190.23,3214,175126000,3.85,4917730,27750,71.89316536
8/9/2015,11168829.94,3168,159570000,3.9,3064680,28750,58.85038994
8/10/2015,23177425.43,3549,162062000,3.95,2239890,27300,68.9204473
8/11/2015,16206294.21,3438,164164000,4.16,3426300,27700,70.60280182
8/12/2015,14429687.89,3470,172371000,3.99,3519900,28950,64.65151508
8/13/2015,18781754.21,3528,165366000,3.88,2409030,27850,55.46269005
8/14/2015,9268564.402,3178,161665000,4.03,3157170,28300,55.44748774
8/15/2015,10662171.83,3134,167683000,3.93,2016290,28050,56.81021133
8/16/2015,9182698.325,2933,164023000,3.95,3197720,28150,48.229856
8/17/2015,12469960.43,3132,165435000,3.98,2289060,26950,51.37936622
8/18/2015,11549806.58,3691,166400000,3.47,3464380,29100,54.13494812
8/19/2015,11594109.16,3382,145451000,3.48,5742670,29200,47.25054477
8/20/2015,26807450.41,3867,145186000,3.61,2882900,29300,63.59306648
8/21/2015,14717434.69,3099,150702000,3.57,1720630,30150,58.14137564
8/22/2015,8415845.744,2690,149233000,3.51,1913720,29850,53.70438856
8/23/2015,11305191.29,3140,147266000,3.39,2066020,27250,68.88832783
8/24/2015,15761962.19,3211,142301000,2.99,7278630,27950,54.23020079
8/25/2015,25974816.46,4202,125279000,2.94,11404300,28200,59.20928953
8/26/2015,52580486.31,5407,123884000,2.95,4551630,27000,70.13659455
8/27/2015,35975668.8,4068,123773000,2.87,1936130,14775,63.14609755
8/28/2015,17827445.77,3252,119452000,2.91,4186540,13025,50.88148513
8/29/2015,27857057.39,3450,122591000,2.88,1706060,13475,42.71173093
8/30/2015,12850750.83,2950,120755000,2.85,1497480,13825,48.07339876
8/31/2015,5804663.121,2658,120021000,2.84,1752920,12875,43.90213456
9/1/2015,12428174.74,2828,119819000,2.82,1376040,14175,38.31950495
9/2/2015,7222872.465,3300,118701000,2.8,2423010,15675,48.23332336
9/3/2015,7251681.541,2819,117773000,2.63,2210590,16400,38.0528492
9/4/2015,14983281.47,3053,111133000,2.7,1441530,14150,37.62476829
9/5/2015,12368169.47,3049,113865000,2.92,2666820,14275,29.14078102
9/6/2015,7337997.66,3312,123002000,3.05,4281360,15000,39.00284593
9/7/2015,25141915.12,6060,128155000,3.05,2254530,15400,28.8374931
9/8/2015,23224702.53,2949,128555000,3.05,2566300,15225,29.7533607
9/9/2015,20321607.66,3125,128641000,2.92,2298470,15125,42.45139519
9/10/2015,9682336.459,2846,123469000,2.95,1420320,15700,38.05453582
9/11/2015,11594621.79,2660,124532000,2.96,1251460,15075,32.68584052
9/12/2015,9312982.036,2992,125157000,2.83,1517440,14675,37.09715454
9/13/2015,3746031.327,2492,119373000,2.82,1328080,12250,39.97146523
9/14/2015,8525021.311,3887,118997000,2.84,1135730,15025,27.13688654
9/15/2015,10940634.86,3032,120280000,2.82,918109,15975,32.30182418
9/16/2015,3099802.027,2568,119718000,2.8,1192860,14425,42.73758005
9/17/2015,5332537.899,2981,118757000,2.91,1626720,15200,37.93528289
9/18/2015,10903870.68,2774,123220000,2.96,1572740,15050,36.82554558
9/19/2015,11707611.26,3331,125137000,2.87,897801,14375,43.48511273
9/20/2015,11649705.99,2697,121797000,2.85,989389,14450,41.16265104
9/21/2015,11393281.41,3691,120933000,2.8,1027230,14175,33.04079405
9/22/2015,14618939.15,3444,118630000,2.84,1442340,14200,44.87592143
9/23/2015,14601618.73,3645,121067000,2.87,901921,13125,46.95968679
9/24/2015,9133346.516,3011,121809000,2.93,1328450,15250,24.12558691
9/25/2015,6055864.147,2773,124470000,2.89,959962,14375,21.71172386
9/26/2015,8205202.639,3483,122875000,2.89,531617,13950,35.78427322
9/27/2015,2926969.551,2564,122673000,2.87,748001,14400,23.23207307
9/28/2015,4325620.061,3495,122388000,3.07,2604270,13925,23.00691297
9/29/2015,14922138.29,3755,131839000,2.97,2896120,15575,26.11708154
9/30/2015,19415062.38,3710,126079000,3.01,1371090,14650,36.28269468
10/1/2015,11285797.36,3457,128156000,3,1644010,15200,26.19967736
10/2/2015,7195750.272,3079,127470000,2.99,1132180,13550,32.34819177
10/3/2015,3765605.009,3135,127593000,3.03,1051760,14500,27.61153523
10/4/2015,3646700.281,2854,129094000,3.01,982441,14350,37.79426602
10/5/2015,5467341.521,3530,128635000,3.02,1277060,15500,29.40746475
10/6/2015,7292049.191,3358,128642000,3.15,1972700,15150,33.59311187
10/7/2015,10610183.47,3445,134176000,3.06,1695270,14575,37.75232074
10/8/2015,7395604.612,3599,130487000,3.06,1137940,14750,43.26864561
10/9/2015,7095024.735,3294,130862000,3.11,978079,13950,30.76171938
10/10/2015,8200842.268,3534,132747000,3.11,1000850,13500,24.32705621
10/11/2015,5888889.163,4594,132636000,3.15,1222700,14750,30.89338413
10/12/2015,9425529.872,3646,134401000,3.14,1252010,14100,18.80098405
10/13/2015,10816111.43,4713,134022000,3.18,1605970,14125,22.59320127
10/14/2015,14303706.16,4290,135880000,3.14,1781770,14875,14.29872492
10/15/2015,13359482.41,5180,134577000,3.1,1428290,14300,13.79335562
10/16/2015,10642020.61,4674,132855000,3.11,1472800,13525,13.56543896
10/17/2015,9748428.935,4389,133010000,3.07,2454780,13950,16.68127624
10/18/2015,16592154.8,5479,131467000,3.02,1217780,14750,15.77928896
10/19/2015,36798395.19,5178,129649000,3.05,1239570,14050,15.33884104
10/20/2015,8474361.325,4289,130633000,3.09,1163340,13900,16.74786363
10/21/2015,8179910.585,4280,132427000,3.08,988482,14900,20.04403689
10/22/2015,12376951.52,7411,131935000,3.11,1215290,15950,20.49718962
10/23/2015,21907516.64,4472,133677000,3.11,1196600,14650,16.4997093
10/24/2015,11467579.34,5153,133389000,3.1,955111,14700,16.1165879
10/25/2015,4701697.591,5646,133308000,3.07,1656730,13950,18.81719675
10/26/2015,13251755.94,6234,131697000,3.1,1119820,14775,17.72894551
10/27/2015,11052927.08,6417,133280000,3.09,1102490,13825,19.85021919
10/28/2015,6815363.809,5781,132998000,3.1,1433200,15300,16.31517455
10/29/2015,8033530.156,6951,133179000,3.78,11455900,14700,27.53682467
10/30/2015,21730566.83,6617,161824000,4.06,12206200,13525,26.97111613
10/31/2015,43902330.94,8253,175409000,3.8,5425140,14625,50.2519191
11/1/2015,24996217.04,11574,163929000,3.96,3801480,14075,25.40762149
11/2/2015,17850946.61,4137,171197000,4.16,6302390,14450,15.71704771
11/3/2015,24703227.4,5094,179517000,4.59,18600100,14925,26.1595517
11/4/2015,53002726.88,7026,196995000,4.23,22553800,14550,34.28745414
11/5/2015,40799046.97,7848,180695000,3.96,13017300,14200,65.99058627
11/6/2015,39116092.22,6385,169811000,3.55,8761900,15075,58.13729267
11/7/2015,32538778.22,7804,152905000,3.6,2638500,14575,38.16871452
11/8/2015,17815667.67,5937,155912000,3.42,2399540,14600,22.65229311
11/9/2015,9583560.102,6729,147907000,3.4,4195940,14250,32.10681443
11/10/2015,26000128.38,7554,146558000,3.12,5565520,14950,32.2485672
11/11/2015,26217395.53,5227,134388000,2.97,3648510,13075,37.62825019
11/12/2015,26755408.76,5879,128180000,3.28,4133180,13675,49.19657351
11/13/2015,15292897.5,5918,141013000,3.23,2247490,14050,30.63821521
11/14/2015,13908762.98,5034,139106000,3.19,1293740,14350,57.52943158
11/15/2015,12067205.93,6076,138082000,3.07,1750230,13200,59.82461465
11/16/2015,12662077.2,6342,132419000,3.19,1578010,14350,37.78876462
11/17/2015,12146356.05,5371,137815000,3.2,1607020,14225,48.75213495
11/18/2015,7820097.2,5916,138228000,3.19,1425920,13950,48.91750322
11/19/2015,8564230.453,7166,137943000,3.13,1448970,14175,70.88295851
11/20/2015,8635238.545,5977,135601000,3.12,1698240,14150,50.14741666
11/21/2015,13711972.54,5178,134839000,3.15,1057060,13875,44.07104609
11/22/2015,8390090.566,6260,136863000,3.14,1070770,12875,41.53176011
11/23/2015,5687676.091,4784,136062000,3.12,1389260,11525,33.37182478
11/24/2015,9881110.899,5100,135523000,3.11,1510060,14725,36.31939453
11/25/2015,15596929.33,5018,134853000,3.34,2877300,14575,49.69330134
11/26/2015,13632988.9,6007,145182000,3.61,8700000,12925,52.80061155
11/27/2015,29494449.21,8671,156052000,3.58,2780650,11450,38.1122747
11/28/2015,10245387.05,5859,154978000,3.52,1691790,13675,24.39881248
11/29/2015,11516421.43,6455,153251000,3.67,2720390,15075,21.60292366
11/30/2015,9690144.247,6818,158950000,3.62,3339320,16400,21.83029753
12/1/2015,14258274.98,6278,157352000,3.43,2841630,17225,34.37084576
12/2/2015,19757390.16,6376,148937000,3.34,2452500,15425,46.26590436
12/3/2015,12468194.34,5371,145343000,3.38,1943430,18700,50.90116904
12/4/2015,16221882.5,4769,146942000,3.36,1333170,16150,63.41932237
12/5/2015,12393810.42,4352,146450000,3.52,2664550,13575,44.12509782
12/6/2015,14324790.88,6067,153258000,3.47,4063170,14550,53.2092933
12/7/2015,15874677.73,6435,150138000,3.65,4210900,14100,78.05212961
12/8/2015,20718810.15,9513,158672000,3.69,2744880,13075,37.3758004
12/9/2015,11323363.5,6201,160252000,3.67,4506800,14125,49.03811986
12/10/2015,18432321.04,7136,159735000,3.66,2538190,14725,57.48580782
12/11/2015,13647705.9,5910,159938000,3.84,5086460,15400,45.95905016
12/12/2015,17651237.27,6157,167378000,3.61,6201500,15600,51.64971347
